pg_path	mysql_category	mysql_domain	mysql_statement_key	status	reviewer	notes
skills/pg-sql-generation/references/statements/ddl/statistics/drop_statistics.md	ddl	statistics	drop_statistics	rename_or_merge	remaining-review	PostgreSQL DROP STATISTICS merges into ANALYZE TABLE DROP HISTOGRAM coverage.
skills/pg-sql-generation/references/statements/ddl/subscription/alter_subscription.md	ddl	subscription	alter_subscription	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL subscription DDL equivalent.
skills/pg-sql-generation/references/statements/ddl/subscription/create_subscription.md	ddl	subscription	create_subscription	drop_pg_only	remaining-review	MySQL 8.0.22 has no CREATE SUBSCRIPTION equivalent.
skills/pg-sql-generation/references/statements/ddl/subscription/drop_subscription.md	ddl	subscription	drop_subscription	drop_pg_only	remaining-review	MySQL 8.0.22 has no DROP SUBSCRIPTION equivalent.
skills/pg-sql-generation/references/statements/ddl/system/alter_system.md	ddl	system	alter_system	rename_or_merge	remaining-review	MySQL system variable persistence maps to SET PERSIST/RESET PERSIST and ALTER INSTANCE where applicable.
skills/pg-sql-generation/references/statements/ddl/table/cluster.md	ddl	table	cluster	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL CLUSTER statement.
skills/pg-sql-generation/references/statements/ddl/table/create_table_as.md	ddl	table	create_table_as	already_covered	remaining-review	MySQL CREATE TABLE ... SELECT is covered by CREATE TABLE create_select branch.
skills/pg-sql-generation/references/statements/ddl/table/select_into.md	ddl	table	select_into	rename_or_merge	remaining-review	PostgreSQL table-creating SELECT INTO maps to CREATE TABLE ... SELECT; MySQL SELECT ... INTO is a different variable/file assignment feature.
skills/pg-sql-generation/references/statements/ddl/tablespace/create_tablespace.md	ddl	tablespace	create_tablespace	already_covered	remaining-review	MySQL CREATE TABLESPACE reference already exists with InnoDB/undo/NDB risk factors.
skills/pg-sql-generation/references/statements/ddl/text_search_configuration/alter_text_search_configuration.md	ddl	text_search_configuration	alter_text_search_configuration	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose PostgreSQL text search configuration DDL.
skills/pg-sql-generation/references/statements/ddl/text_search_configuration/create_text_search_configuration.md	ddl	text_search_configuration	create_text_search_configuration	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose CREATE TEXT SEARCH CONFIGURATION.
skills/pg-sql-generation/references/statements/ddl/text_search_configuration/drop_text_search_configuration.md	ddl	text_search_configuration	drop_text_search_configuration	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose DROP TEXT SEARCH CONFIGURATION.
skills/pg-sql-generation/references/statements/ddl/text_search_dictionary/alter_text_search_dictionary.md	ddl	text_search_dictionary	alter_text_search_dictionary	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose PostgreSQL text search dictionary DDL.
skills/pg-sql-generation/references/statements/ddl/text_search_dictionary/create_text_search_dictionary.md	ddl	text_search_dictionary	create_text_search_dictionary	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose CREATE TEXT SEARCH DICTIONARY.
skills/pg-sql-generation/references/statements/ddl/text_search_dictionary/drop_text_search_dictionary.md	ddl	text_search_dictionary	drop_text_search_dictionary	drop_pg_only	remaining-review	MySQL FULLTEXT features do not expose DROP TEXT SEARCH DICTIONARY.
skills/pg-sql-generation/references/statements/ddl/text_search_parser/alter_text_search_parser.md	ddl	text_search_parser	alter_text_search_parser	drop_pg_only	remaining-review	MySQL FULLTEXT parser plugins are not PostgreSQL text search parser objects.
skills/pg-sql-generation/references/statements/ddl/text_search_parser/create_text_search_parser.md	ddl	text_search_parser	create_text_search_parser	drop_pg_only	remaining-review	MySQL FULLTEXT parser plugins are not CREATE TEXT SEARCH PARSER equivalents.
skills/pg-sql-generation/references/statements/ddl/text_search_parser/drop_text_search_parser.md	ddl	text_search_parser	drop_text_search_parser	drop_pg_only	remaining-review	MySQL FULLTEXT parser plugins are not DROP TEXT SEARCH PARSER equivalents.
skills/pg-sql-generation/references/statements/ddl/text_search_template/alter_text_search_template.md	ddl	text_search_template	alter_text_search_template	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL text search template DDL.
skills/pg-sql-generation/references/statements/ddl/text_search_template/create_text_search_template.md	ddl	text_search_template	create_text_search_template	drop_pg_only	remaining-review	MySQL 8.0.22 has no CREATE TEXT SEARCH TEMPLATE equivalent.
skills/pg-sql-generation/references/statements/ddl/text_search_template/drop_text_search_template.md	ddl	text_search_template	drop_text_search_template	drop_pg_only	remaining-review	MySQL 8.0.22 has no DROP TEXT SEARCH TEMPLATE equivalent.
skills/pg-sql-generation/references/statements/ddl/transform/create_transform.md	ddl	transform	create_transform	drop_pg_only	remaining-review	MySQL 8.0.22 has no CREATE TRANSFORM equivalent.
skills/pg-sql-generation/references/statements/ddl/transform/drop_transform.md	ddl	transform	drop_transform	drop_pg_only	remaining-review	MySQL 8.0.22 has no DROP TRANSFORM equivalent.
skills/pg-sql-generation/references/statements/ddl/type/alter_type.md	ddl	type	alter_type	rename_or_merge	remaining-review	MySQL has no standalone type object; ENUM, SET, JSON, spatial, and routine return types are inline factors.
skills/pg-sql-generation/references/statements/ddl/type/create_type.md	ddl	type	create_type	rename_or_merge	remaining-review	MySQL has no CREATE TYPE; ENUM, SET, JSON, spatial, and routine return types are inline factors.
skills/pg-sql-generation/references/statements/ddl/type/drop_type.md	ddl	type	drop_type	rename_or_merge	remaining-review	MySQL has no DROP TYPE; type intent is covered by table/routine factor values.
skills/pg-sql-generation/references/statements/ddl/user/alter_user.md	ddl	user	alter_user	already_covered	remaining-review	MySQL ALTER USER reference already exists under account/user.
skills/pg-sql-generation/references/statements/ddl/user/create_user.md	ddl	user	create_user	already_covered	remaining-review	MySQL CREATE USER reference already exists under account/user.
skills/pg-sql-generation/references/statements/ddl/user/drop_user.md	ddl	user	drop_user	already_covered	remaining-review	MySQL DROP USER reference already exists under account/user.
skills/pg-sql-generation/references/statements/ddl/user_mapping/alter_user_mapping.md	ddl	user_mapping	alter_user_mapping	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL user mapping DDL.
skills/pg-sql-generation/references/statements/ddl/user_mapping/create_user_mapping.md	ddl	user_mapping	create_user_mapping	drop_pg_only	remaining-review	MySQL 8.0.22 has no CREATE USER MAPPING equivalent.
skills/pg-sql-generation/references/statements/ddl/user_mapping/drop_user_mapping.md	ddl	user_mapping	drop_user_mapping	drop_pg_only	remaining-review	MySQL 8.0.22 has no DROP USER MAPPING equivalent.
skills/pg-sql-generation/references/statements/prepared/prepared_statement/deallocate.md	prepared	prepared_statement	deallocate	already_covered	remaining-review	MySQL DEALLOCATE PREPARE reference already exists; PG ALL branch is excluded.
skills/pg-sql-generation/references/statements/prepared/prepared_statement/execute.md	prepared	prepared_statement	execute	already_covered	remaining-review	MySQL EXECUTE reference already exists using @var parameters.
skills/pg-sql-generation/references/statements/session/authorization/set_session_authorization.md	session	authorization	set_session_authorization	drop_pg_only	remaining-review	MySQL 8.0.22 has no SET SESSION AUTHORIZATION equivalent.
skills/pg-sql-generation/references/statements/session/constraint_mode/set_constraints.md	session	constraint_mode	set_constraints	drop_pg_only	remaining-review	MySQL 8.0.22 has no transaction-level deferred constraint mode statement.
skills/pg-sql-generation/references/statements/session/notification/listen.md	session	notification	listen	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL LISTEN asynchronous notification SQL.
skills/pg-sql-generation/references/statements/session/notification/notify.md	session	notification	notify	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL NOTIFY asynchronous notification SQL.
skills/pg-sql-generation/references/statements/session/notification/unlisten.md	session	notification	unlisten	drop_pg_only	remaining-review	MySQL 8.0.22 has no PostgreSQL UNLISTEN asynchronous notification SQL.
skills/pg-sql-generation/references/statements/session/session_state/discard.md	session	session_state	discard	drop_pg_only	remaining-review	MySQL 8.0.22 has no DISCARD ALL/PLANS/SEQUENCES/TEMP statement.
skills/pg-sql-generation/references/statements/tcl/savepoint/release_savepoint.md	tcl	savepoint	release_savepoint	reference_created	remaining-review	MySQL RELEASE SAVEPOINT reference created.
skills/pg-sql-generation/references/statements/tcl/savepoint/rollback_to_savepoint.md	tcl	savepoint	rollback_to_savepoint	reference_created	remaining-review	MySQL ROLLBACK TO SAVEPOINT reference created.
skills/pg-sql-generation/references/statements/tcl/savepoint/savepoint.md	tcl	savepoint	savepoint	reference_created	remaining-review	MySQL SAVEPOINT reference created.
skills/pg-sql-generation/references/statements/tcl/transaction/abort.md	tcl	transaction	abort	rename_or_merge	remaining-review	PostgreSQL ABORT maps to MySQL ROLLBACK; no ABORT syntax is retained.
skills/pg-sql-generation/references/statements/tcl/transaction/end.md	tcl	transaction	end	rename_or_merge	remaining-review	PostgreSQL transaction END maps to MySQL COMMIT; MySQL END belongs to compound statements.
skills/pg-sql-generation/references/statements/tcl/transaction/set_transaction.md	tcl	transaction	set_transaction	reference_created	remaining-review	MySQL SET TRANSACTION reference created.
skills/pg-sql-generation/references/statements/tcl/transaction/start_transaction.md	tcl	transaction	start_transaction	already_covered	remaining-review	MySQL START TRANSACTION reference already exists.
skills/pg-sql-generation/references/statements/utility/anonymous_code/do.md	utility	anonymous_code	do	drop_pg_only	remaining-review	PostgreSQL DO anonymous code blocks do not map to MySQL DO expression statements.
skills/pg-sql-generation/references/statements/utility/checkpoint/checkpoint.md	utility	checkpoint	checkpoint	drop_pg_only	remaining-review	MySQL 8.0.22 has no CHECKPOINT SQL statement; FLUSH is adjacent but not equivalent.
skills/pg-sql-generation/references/statements/utility/library/load.md	utility	library	load	rename_or_merge	remaining-review	PostgreSQL LOAD maps only by intent to plugin/component and loadable-function administration; PG LOAD syntax is not retained.
skills/pg-sql-generation/references/statements/utility/lock/lock.md	utility	lock	lock	reference_created	remaining-review	MySQL lock coverage split into LOCK TABLES, UNLOCK TABLES, LOCK INSTANCE FOR BACKUP, and UNLOCK INSTANCE.
skills/pg-sql-generation/references/statements/utility/maintenance/vacuum.md	utility	maintenance	vacuum	rename_or_merge	remaining-review	PostgreSQL VACUUM intent maps to MySQL OPTIMIZE TABLE and ANALYZE TABLE, not a VACUUM statement.
mysql_missing	tcl	lock	lock_tables	reference_created	remaining-review	MySQL LOCK TABLES reference created from official lock syntax.
mysql_missing	tcl	lock	unlock_tables	reference_created	remaining-review	MySQL UNLOCK TABLES reference created from official lock syntax.
mysql_missing	tcl	lock	lock_instance	reference_created	remaining-review	MySQL LOCK INSTANCE FOR BACKUP reference created with isolated execution mode.
mysql_missing	tcl	lock	unlock_instance	reference_created	remaining-review	MySQL UNLOCK INSTANCE reference created with isolated execution mode.
mysql_missing	admin	loadable_function	create_function_loadable	reference_created	remaining-review	MySQL loadable CREATE FUNCTION reference created separately from stored functions.
mysql_missing	admin	loadable_function	drop_function_loadable	reference_created	remaining-review	MySQL loadable DROP FUNCTION reference created separately from stored functions.
